variability,original_n,scale_size,name,power,n,sample_size,value,sd_item
Small Heterogeneity,20,Milliseconds,Decile 20,80,100,43.094,0.893993333333333,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 20,85,100,48.528,0.93801,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 20,90,100,52.288,0.960846666666667,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 20,95,100,59.596,0.988636666666667,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 30,80,100,40.342,0.916936666666667,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 30,85,100,42.466,0.934416666666667,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 30,90,100,45.312,0.952183333333333,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 30,95,100,54.846,0.98908,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 40,80,100,40.028,0.949273333333333,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 40,85,100,40.486,0.952883333333333,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 40,90,100,41.456,0.958926666666667,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 40,95,100,48.986,0.987233333333333,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 50,80,100,39.948,0.969323333333333,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 50,85,100,40.074,0.970406666666667,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 50,90,100,40.316,0.971943333333333,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 50,95,100,44.53,0.987073333333333,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 60,80,100,39.516,0.978296666666667,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 60,85,100,39.99,0.98261,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 60,90,100,40.064,0.983086666666667,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 60,95,100,41.838,0.98935,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 70,80,100,36.392,0.96034,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 70,85,100,39.52,0.98875,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 70,90,100,39.894,0.991113333333333,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 70,95,100,40.556,0.9935,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 80,80,100,27.282,0.896193333333333,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 80,85,100,35.684,0.972466666666667,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 80,90,100,38.324,0.989666666666667,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 80,95,100,39.94,0.996823333333333,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 90,80,100,21.084,0.88622,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 90,85,100,26.32,0.93247,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 90,90,100,31.066,0.963873333333333,64.927518565867
Small Heterogeneity,20,Milliseconds,Decile 90,95,100,38.77,0.997133333333333,64.927518565867
Small Heterogeneity,20,Percent,Decile 0,80,100,164.46,0.85364,4.61122604937485
Small Heterogeneity,20,Percent,Decile 0,85,100,180.492,0.90304,4.61122604937485
Small Heterogeneity,20,Percent,Decile 0,90,100,192.362,0.928703333333333,4.61122604937485
Small Heterogeneity,20,Percent,Decile 0,95,99,201.464646464646,0.978356902356902,4.59961512091702
Small Heterogeneity,20,Percent,Decile 10,80,100,63.24,0.893136666666667,4.61122604937485
Small Heterogeneity,20,Percent,Decile 10,85,100,68.602,0.929556666666667,4.61122604937485
Small Heterogeneity,20,Percent,Decile 10,90,100,72.166,0.948316666666667,4.61122604937485
Small Heterogeneity,20,Percent,Decile 10,95,100,83.388,0.98456,4.61122604937485
Small Heterogeneity,20,Percent,Decile 20,80,100,49.992,0.899036666666667,4.61122604937485
Small Heterogeneity,20,Percent,Decile 20,85,100,55.844,0.944943333333333,4.61122604937485
Small Heterogeneity,20,Percent,Decile 20,90,100,58.608,0.960693333333333,4.61122604937485
Small Heterogeneity,20,Percent,Decile 20,95,100,65.998,0.98641,4.61122604937485
Small Heterogeneity,20,Percent,Decile 30,80,100,41.986,0.89742,4.61122604937485
Small Heterogeneity,20,Percent,Decile 30,85,100,46.558,0.934293333333333,4.61122604937485
Small Heterogeneity,20,Percent,Decile 30,90,100,50.26,0.956993333333333,4.61122604937485
Small Heterogeneity,20,Percent,Decile 30,95,100,58.834,0.989443333333333,4.61122604937485
Small Heterogeneity,20,Percent,Decile 40,80,100,40.252,0.929763333333333,4.61122604937485
Small Heterogeneity,20,Percent,Decile 40,85,100,41.618,0.940806666666667,4.61122604937485
Small Heterogeneity,20,Percent,Decile 40,90,100,43.678,0.953616666666667,4.61122604937485
Small Heterogeneity,20,Percent,Decile 40,95,100,52.948,0.988836666666667,4.61122604937485
Small Heterogeneity,20,Percent,Decile 50,80,100,39.984,0.95812,4.61122604937485
Small Heterogeneity,20,Percent,Decile 50,85,100,40.382,0.961453333333333,4.61122604937485
Small Heterogeneity,20,Percent,Decile 50,90,100,41.104,0.966013333333333,4.61122604937485
Small Heterogeneity,20,Percent,Decile 50,95,100,47.082,0.987856666666667,4.61122604937485
Small Heterogeneity,20,Percent,Decile 60,80,100,39.486,0.973873333333333,4.61122604937485
Small Heterogeneity,20,Percent,Decile 60,85,100,39.99,0.97835,4.61122604937485
Small Heterogeneity,20,Percent,Decile 60,90,100,40.108,0.97908,4.61122604937485
Small Heterogeneity,20,Percent,Decile 60,95,100,42.956,0.989106666666667,4.61122604937485
Small Heterogeneity,20,Percent,Decile 70,80,100,36.788,0.962156666666667,4.61122604937485
Small Heterogeneity,20,Percent,Decile 70,85,100,39.608,0.987656666666667,4.61122604937485
Small Heterogeneity,20,Percent,Decile 70,90,100,39.904,0.989543333333333,4.61122604937485
Small Heterogeneity,20,Percent,Decile 70,95,100,40.73,0.99246,4.61122604937485
Small Heterogeneity,20,Percent,Decile 80,80,100,27.678,0.898883333333333,4.61122604937485
Small Heterogeneity,20,Percent,Decile 80,85,100,35.928,0.973243333333333,4.61122604937485
Small Heterogeneity,20,Percent,Decile 80,90,100,38.492,0.98998,4.61122604937485
Small Heterogeneity,20,Percent,Decile 80,95,100,40.072,0.996893333333333,4.61122604937485
Small Heterogeneity,20,Percent,Decile 90,80,100,21.072,0.883666666666667,4.61122604937485
Small Heterogeneity,20,Percent,Decile 90,85,100,26.574,0.932336666666667,4.61122604937485
Small Heterogeneity,20,Percent,Decile 90,90,100,31.506,0.964966666666667,4.61122604937485
Small Heterogeneity,20,Percent,Decile 90,95,100,39.042,0.997753333333333,4.61122604937485
Small Heterogeneity,30,Likert,Decile 0,80,100,94.884,0.881533333333333,0.236534886384396
Small Heterogeneity,30,Likert,Decile 0,85,100,101.678,0.924903333333333,0.236534886384396
Small Heterogeneity,30,Likert,Decile 0,90,100,105.976,0.945776666666667,0.236534886384396
Small Heterogeneity,30,Likert,Decile 0,95,100,118.18,0.98387,0.236534886384396
Small Heterogeneity,30,Likert,Decile 10,80,100,67.51,0.891326666666667,0.236534886384396
Small Heterogeneity,30,Likert,Decile 10,85,100,73.358,0.934346666666667,0.236534886384396
Small Heterogeneity,30,Likert,Decile 10,90,100,76.716,0.953046666666667,0.236534886384396
Small Heterogeneity,30,Likert,Decile 10,95,100,86.112,0.98716,0.236534886384396
Small Heterogeneity,30,Likert,Decile 20,80,100,61.08,0.91497,0.236534886384396
Small Heterogeneity,30,Likert,Decile 20,85,100,64.044,0.938126666666667,0.236534886384396
Small Heterogeneity,30,Likert,Decile 20,90,100,66.87,0.955003333333333,0.236534886384396
Small Heterogeneity,30,Likert,Decile 20,95,100,75.774,0.98824,0.236534886384396
Small Heterogeneity,30,Likert,Decile 30,80,100,57.616,0.933776666666667,0.236534886384396
Small Heterogeneity,30,Likert,Decile 30,85,100,60.1,0.95426,0.236534886384396
Small Heterogeneity,30,Likert,Decile 30,90,100,61.482,0.962643333333333,0.236534886384396
Small Heterogeneity,30,Likert,Decile 30,95,100,68.362,0.988186666666667,0.236534886384396
Small Heterogeneity,30,Likert,Decile 40,80,100,52.45,0.918836666666667,0.236534886384396
Small Heterogeneity,30,Likert,Decile 40,85,100,57.778,0.96429,0.236534886384396
Small Heterogeneity,30,Likert,Decile 40,90,100,59.362,0.97412,0.236534886384396
Small Heterogeneity,30,Likert,Decile 40,95,100,63.408,0.98941,0.236534886384396
Small Heterogeneity,30,Likert,Decile 50,80,100,46.016,0.891083333333333,0.236534886384396
Small Heterogeneity,30,Likert,Decile 50,85,100,53.45,0.95481,0.236534886384396
Small Heterogeneity,30,Likert,Decile 50,90,100,56.604,0.9746,0.236534886384396
Small Heterogeneity,30,Likert,Decile 50,95,100,60.836,0.991783333333333,0.236534886384396
Small Heterogeneity,30,Likert,Decile 60,80,100,41.268,0.887083333333333,0.236534886384396
Small Heterogeneity,30,Likert,Decile 60,85,100,46.854,0.93512,0.236534886384396
Small Heterogeneity,30,Likert,Decile 60,90,100,51.152,0.962773333333333,0.236534886384396
Small Heterogeneity,30,Likert,Decile 60,95,100,58.71,0.99415,0.236534886384396
Small Heterogeneity,30,Likert,Decile 70,80,100,40.1,0.915933333333333,0.236534886384396
Small Heterogeneity,30,Likert,Decile 70,85,100,41.818,0.930536666666667,0.236534886384396
Small Heterogeneity,30,Likert,Decile 70,90,100,44.984,0.95123,0.236534886384396
Small Heterogeneity,30,Likert,Decile 70,95,100,55.222,0.992716666666667,0.236534886384396
Small Heterogeneity,30,Likert,Decile 80,80,100,40.006,0.951306666666667,0.236534886384396
Small Heterogeneity,30,Likert,Decile 80,85,100,40.154,0.952553333333333,0.236534886384396
Small Heterogeneity,30,Likert,Decile 80,90,100,40.862,0.957243333333333,0.236534886384396
Small Heterogeneity,30,Likert,Decile 80,95,100,48.922,0.98816,0.236534886384396
Small Heterogeneity,30,Likert,Decile 90,80,100,39.96,0.979493333333333,0.236534886384396
Small Heterogeneity,30,Likert,Decile 90,85,100,40.01,0.979916666666667,0.236534886384396
Small Heterogeneity,30,Likert,Decile 90,90,100,40.042,0.98013,0.236534886384396
Small Heterogeneity,30,Likert,Decile 90,95,100,42.368,0.988456666666667,0.236534886384396
Small Heterogeneity,30,Milliseconds,Decile 0,80,100,94.096,0.874323333333333,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 0,85,100,101.666,0.91821,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 0,90,100,106.454,0.939313333333333,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 0,95,100,121.612,0.980826666666667,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 10,80,100,69.112,0.89062,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 10,85,100,74.706,0.929333333333333,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 10,90,100,78.26,0.948153333333333,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 10,95,100,89.424,0.984316666666667,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 20,80,100,61.386,0.903226666666667,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 20,85,100,65.412,0.932706666666667,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 20,90,100,68.558,0.94987,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 20,95,100,78.918,0.98524,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 30,80,100,58.406,0.922503333333333,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 30,85,100,61.044,0.94319,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 30,90,100,63.174,0.95564,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 30,95,100,71.78,0.985613333333333,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 40,80,100,53.532,0.915636666666667,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 40,85,100,58.376,0.954813333333333,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 40,90,100,59.946,0.964096666666667,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 40,95,100,66.232,0.986353333333333,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 50,80,100,46.412,0.888913333333333,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 50,85,100,54.082,0.95133,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 50,90,100,56.992,0.96858,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 50,95,100,62.322,0.988343333333333,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 60,80,100,41.446,0.885356666666667,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 60,85,100,47.164,0.93206,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 60,90,100,51.578,0.95915,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 60,95,100,59.736,0.990963333333333,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 70,80,100,40.074,0.91403,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 70,85,100,41.826,0.928553333333333,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 70,90,100,44.946,0.948413333333333,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 70,95,100,55.846,0.990856666666667,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 80,80,100,40,0.948406666666667,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 80,85,100,40.146,0.949613333333333,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 80,90,100,40.864,0.95426,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 80,95,100,49.722,0.987206666666667,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 90,80,100,39.882,0.974543333333333,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 90,85,100,39.994,0.97555,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 90,90,100,40.02,0.97572,59.4340210965888
Small Heterogeneity,30,Milliseconds,Decile 90,95,100,43.116,0.986533333333333,59.4340210965888
Small Heterogeneity,30,Percent,Decile 0,80,100,204.13,0.84352,4.2462596670723
Small Heterogeneity,30,Percent,Decile 0,85,100,221.45,0.898906666666667,4.2462596670723
Small Heterogeneity,30,Percent,Decile 0,90,100,232.184,0.926033333333333,4.2462596670723
Small Heterogeneity,30,Percent,Decile 0,95,100,263.99,0.9759,4.2462596670723
Small Heterogeneity,30,Percent,Decile 10,80,100,82.072,0.884616666666667,4.2462596670723
Small Heterogeneity,30,Percent,Decile 10,85,100,88.002,0.921533333333333,4.2462596670723
Small Heterogeneity,30,Percent,Decile 10,90,100,92.286,0.94202,4.2462596670723
Small Heterogeneity,30,Percent,Decile 10,95,100,106.114,0.98228,4.2462596670723
Small Heterogeneity,30,Percent,Decile 20,80,100,64.808,0.880563333333333,4.2462596670723
Small Heterogeneity,30,Percent,Decile 20,85,100,71.652,0.92971,4.2462596670723
Small Heterogeneity,30,Percent,Decile 20,90,100,75.724,0.951166666666667,4.2462596670723
Small Heterogeneity,30,Percent,Decile 20,95,100,86.098,0.98436,4.2462596670723
Small Heterogeneity,30,Percent,Decile 30,80,100,60.166,0.912223333333333,4.2462596670723
Small Heterogeneity,30,Percent,Decile 30,85,100,62.852,0.9321,4.2462596670723
Small Heterogeneity,30,Percent,Decile 30,90,100,65.726,0.948523333333333,4.2462596670723
Small Heterogeneity,30,Percent,Decile 30,95,100,76.626,0.985913333333333,4.2462596670723
Small Heterogeneity,30,Percent,Decile 40,80,100,56.126,0.924463333333333,4.2462596670723
Small Heterogeneity,30,Percent,Decile 40,85,100,59.628,0.95131,4.2462596670723
Small Heterogeneity,30,Percent,Decile 40,90,100,60.888,0.9582,4.2462596670723
Small Heterogeneity,30,Percent,Decile 40,95,100,68.88,0.985783333333333,4.2462596670723
Small Heterogeneity,30,Percent,Decile 50,80,100,48.432,0.89278,4.2462596670723
Small Heterogeneity,30,Percent,Decile 50,85,100,56.174,0.955286666666667,4.2462596670723
Small Heterogeneity,30,Percent,Decile 50,90,100,58.63,0.969276666666667,4.2462596670723
Small Heterogeneity,30,Percent,Decile 50,95,100,63.754,0.987026666666667,4.2462596670723
Small Heterogeneity,30,Percent,Decile 60,80,100,41.748,0.877043333333333,4.2462596670723
Small Heterogeneity,30,Percent,Decile 60,85,100,48.66,0.93424,4.2462596670723
Small Heterogeneity,30,Percent,Decile 60,90,100,53.616,0.96433,4.2462596670723
Small Heterogeneity,30,Percent,Decile 60,95,100,60.49,0.990663333333333,4.2462596670723
Small Heterogeneity,30,Percent,Decile 70,80,100,40.11,0.90607,4.2462596670723
Small Heterogeneity,30,Percent,Decile 70,85,100,42.488,0.925466666666667,4.2462596670723
Small Heterogeneity,30,Percent,Decile 70,90,100,46.222,0.94875,4.2462596670723
Small Heterogeneity,30,Percent,Decile 70,95,100,57.078,0.991126666666667,4.2462596670723
Small Heterogeneity,30,Percent,Decile 80,80,100,40.002,0.94355,4.2462596670723
Small Heterogeneity,30,Percent,Decile 80,85,100,40.242,0.945463333333333,4.2462596670723
Small Heterogeneity,30,Percent,Decile 80,90,100,41.414,0.9528,4.2462596670723
Small Heterogeneity,30,Percent,Decile 80,95,100,50.812,0.987766666666667,4.2462596670723
Small Heterogeneity,30,Percent,Decile 90,80,100,39.878,0.974026666666667,4.2462596670723
Small Heterogeneity,30,Percent,Decile 90,85,100,39.988,0.974993333333333,4.2462596670723
Small Heterogeneity,30,Percent,Decile 90,90,100,40.042,0.975316666666667,4.2462596670723
Small Heterogeneity,30,Percent,Decile 90,95,100,43.25,0.986466666666667,4.2462596670723
Small Heterogeneity,40,Likert,Decile 0,80,100,114.494,0.87538,0.217582878540082
Small Heterogeneity,40,Likert,Decile 0,85,100,122.318,0.920903333333333,0.217582878540082
Small Heterogeneity,40,Likert,Decile 0,90,100,127.1,0.9429,0.217582878540082
Small Heterogeneity,40,Likert,Decile 0,95,100,140.702,0.982793333333333,0.217582878540082
Small Heterogeneity,40,Likert,Decile 10,80,100,83.984,0.89204,0.217582878540082
Small Heterogeneity,40,Likert,Decile 10,85,100,89.12,0.928586666666667,0.217582878540082
Small Heterogeneity,40,Likert,Decile 10,90,100,92.878,0.949356666666667,0.217582878540082
Small Heterogeneity,40,Likert,Decile 10,95,100,103.51,0.985876666666667,0.217582878540082
Small Heterogeneity,40,Likert,Decile 20,80,100,76.322,0.90841,0.217582878540082
Small Heterogeneity,40,Likert,Decile 20,85,100,80.802,0.941786666666667,0.217582878540082
Small Heterogeneity,40,Likert,Decile 20,90,100,83.162,0.955096666666667,0.217582878540082
Small Heterogeneity,40,Likert,Decile 20,95,100,92.014,0.98641,0.217582878540082
Small Heterogeneity,40,Likert,Decile 30,80,100,67.236,0.888633333333333,0.217582878540082
Small Heterogeneity,40,Likert,Decile 30,85,100,74.278,0.944116666666667,0.217582878540082
Small Heterogeneity,40,Likert,Decile 30,90,100,77.426,0.962346666666667,0.217582878540082
Small Heterogeneity,40,Likert,Decile 30,95,100,84.412,0.987816666666667,0.217582878540082
Small Heterogeneity,40,Likert,Decile 40,80,100,62.236,0.889163333333333,0.217582878540082
Small Heterogeneity,40,Likert,Decile 40,85,100,67.74,0.93327,0.217582878540082
Small Heterogeneity,40,Likert,Decile 40,90,100,71.838,0.95803,0.217582878540082
Small Heterogeneity,40,Likert,Decile 40,95,100,80.052,0.989476666666667,0.217582878540082
Small Heterogeneity,40,Likert,Decile 50,80,100,60.286,0.91801,0.217582878540082
Small Heterogeneity,40,Likert,Decile 50,85,100,62.294,0.93446,0.217582878540082
Small Heterogeneity,40,Likert,Decile 50,90,100,65.136,0.95218,0.217582878540082
Small Heterogeneity,40,Likert,Decile 50,95,100,74.9,0.98973,0.217582878540082
Small Heterogeneity,40,Likert,Decile 60,80,100,59.708,0.94787,0.217582878540082
Small Heterogeneity,40,Likert,Decile 60,85,100,60.254,0.952173333333333,0.217582878540082
Small Heterogeneity,40,Likert,Decile 60,90,100,61.226,0.958366666666667,0.217582878540082
Small Heterogeneity,40,Likert,Decile 60,95,100,68.908,0.987296666666667,0.217582878540082
Small Heterogeneity,40,Likert,Decile 70,80,100,57.452,0.952313333333333,0.217582878540082
Small Heterogeneity,40,Likert,Decile 70,85,100,59.726,0.97135,0.217582878540082
Small Heterogeneity,40,Likert,Decile 70,90,100,60.092,0.9736,0.217582878540082
Small Heterogeneity,40,Likert,Decile 70,95,100,63.992,0.987776666666667,0.217582878540082
Small Heterogeneity,40,Likert,Decile 80,80,100,50.656,0.91391,0.217582878540082
Small Heterogeneity,40,Likert,Decile 80,85,100,57.576,0.974256666666667,0.217582878540082
Small Heterogeneity,40,Likert,Decile 80,90,100,59.164,0.98411,0.217582878540082
Small Heterogeneity,40,Likert,Decile 80,95,100,61.046,0.9914,0.217582878540082
Small Heterogeneity,40,Likert,Decile 90,80,100,42.594,0.883556666666667,0.217582878540082
Small Heterogeneity,40,Likert,Decile 90,85,100,49.302,0.942566666666667,0.217582878540082
Small Heterogeneity,40,Likert,Decile 90,90,100,53.822,0.971936666666667,0.217582878540082
Small Heterogeneity,40,Likert,Decile 90,95,100,59.362,0.99563,0.217582878540082
Small Heterogeneity,40,Milliseconds,Decile 0,80,100,115.428,0.86677,55.5162168215822
Small Heterogeneity,40,Milliseconds,Decile 0,85,100,123.992,0.913406666666667,55.5162168215822
Small Heterogeneity,40,Milliseconds,Decile 0,90,100,129.592,0.935843333333333,55.5162168215822
Small Heterogeneity,40,Milliseconds,Decile 0,95,100,147.05,0.979983333333333,55.5162168215822
Small Heterogeneity,40,Milliseconds,Decile 10,80,100,85.784,0.878086666666667,55.5162168215822
Small Heterogeneity,40,Milliseconds,Decile 10,85,100,92.58,0.922506666666667,55.5162168215822
Small Heterogeneity,40,Milliseconds,Decile 10,90,100,97.148,0.944626666666667,55.5162168215822
Small Heterogeneity,40,Milliseconds,Decile 10,95,100,109.79,0.982866666666667,55.5162168215822
Small Heterogeneity,40,Milliseconds,Decile 20,80,100,77.544,0.896586666666667,55.5162168215822
Small Heterogeneity,40,Milliseconds,Decile 20,85,100,82.064,0.92751,55.5162168215822
Small Heterogeneity,40,Milliseconds,Decile 20,90,100,85.434,0.94523,55.5162168215822
Small Heterogeneity,40,Milliseconds,Decile 20,95,100,97.46,0.984313333333333,55.5162168215822
Small Heterogeneity,40,Milliseconds,Decile 30,80,100,70.25,0.88997,55.5162168215822
Small Heterogeneity,40,Milliseconds,Decile 30,85,100,76.954,0.937793333333333,55.5162168215822
Small Heterogeneity,40,Milliseconds,Decile 30,90,100,79.764,0.95238,55.5162168215822
Small Heterogeneity,40,Milliseconds,Decile 30,95,100,89.392,0.98449,55.5162168215822
Small Heterogeneity,40,Milliseconds,Decile 40,80,100,63.11,0.878096666666667,55.5162168215822
Small Heterogeneity,40,Milliseconds,Decile 40,85,100,70.196,0.931383333333333,55.5162168215822
Small Heterogeneity,40,Milliseconds,Decile 40,90,100,74.53,0.95526,55.5162168215822
Small Heterogeneity,40,Milliseconds,Decile 40,95,100,83.41,0.985936666666667,55.5162168215822
Small Heterogeneity,40,Milliseconds,Decile 50,80,100,60.408,0.90275,55.5162168215822
Small Heterogeneity,40,Milliseconds,Decile 50,85,100,63.34,0.925253333333333,55.5162168215822
Small Heterogeneity,40,Milliseconds,Decile 50,90,100,67.134,0.94709,55.5162168215822
Small Heterogeneity,40,Milliseconds,Decile 50,95,100,78.34,0.98733,55.5162168215822
