suj,congr,item,side,aff-ness,RT,liking
30,valid,L,L,aff,81091.5,4
30,valid,L,L,aff,266217.4,5
30,valid,S,R,non-aff,38452,5
30,valid,S,R,non-aff,167770.5,8
30,valid,S,R,non-aff,196162.2,8
30,valid,S,L,non-aff,47875.9,7
30,valid,S,L,non-aff,106643.2,7
30,valid,L,R,non-aff,64371.7,8
30,valid,L,R,non-aff,210250,6
30,valid,L,R,non-aff,227009.8,3
30,valid,L,L,non-aff,152354.7,5
30,valid,L,L,non-aff,301033,5
30,invalid,S,R,aff,12212.3,8
30,invalid,S,R,aff,20788.2,7
30,invalid,S,R,aff,30140.1,7
30,invalid,S,L,aff,249649.6,2
30,invalid,L,R,aff,136794.8,6
30,invalid,L,R,aff,241785.7,6
30,invalid,L,L,aff,234137.8,4
30,invalid,L,L,aff,257953.5,1
30,invalid,S,R,non-aff,160090.6,6
30,invalid,S,R,non-aff,188322.3,4
30,invalid,S,L,non-aff,55555.8,5
30,invalid,S,L,non-aff,144554.8,8
30,invalid,S,L,non-aff,281393.2,7
30,invalid,L,R,non-aff,202938.1,3
30,invalid,L,R,non-aff,219945.9,2
30,invalid,L,L,non-aff,72659.6,5
30,invalid,L,L,non-aff,90795.4,9
30,invalid,L,L,non-aff,274001.3,7
31,valid,G,R,aff,145632.6,4
31,valid,G,L,aff,98569.3,2
31,valid,G,L,aff,220679.4,3
31,valid,K,R,aff,11066.6,2
31,valid,K,R,aff,70545.7,7
31,valid,K,R,aff,137144.7,6
31,valid,K,L,aff,212695.6,8
31,valid,G,R,non-aff,17426.5,1
31,valid,G,R,non-aff,24266.4,4
31,valid,G,L,non-aff,91977.4,1
31,valid,G,L,non-aff,112993.1,4
31,valid,G,L,non-aff,171648.2,4
31,valid,K,R,non-aff,163680.3,8
31,valid,K,R,non-aff,280510.5,6
31,valid,K,L,non-aff,40026.2,5
31,valid,K,L,non-aff,84769.5,2
31,valid,K,L,non-aff,266670.8,5
31,invalid,G,R,aff,237295.2,7
31,invalid,G,L,aff,78201.6,2
31,invalid,G,L,aff,178400.1,4
31,invalid,G,L,aff,228879.3,3
31,invalid,K,R,aff,46498.1,3
31,invalid,K,R,aff,54745.9,7
31,invalid,K,R,aff,259582.9,9
31,invalid,K,L,aff,195079.8,4
31,invalid,G,R,non-aff,105753.2,2
31,invalid,G,R,non-aff,154640.4,5
31,invalid,G,R,non-aff,202591.7,4
31,invalid,G,R,non-aff,272870.7,1
31,invalid,G,L,non-aff,127240.9,3
31,invalid,K,R,non-aff,120304.9,8
31,invalid,K,L,non-aff,62769.8,6
31,invalid,K,L,non-aff,187016,7
31,invalid,K,L,non-aff,244479.1,4
31,invalid,K,L,non-aff,252031,7
31,valid,S,R,aff,188759.9,4
31,valid,S,R,aff,246631,2
31,valid,S,R,aff,278550.5,5
31,valid,S,L,aff,33506.2,9
31,valid,L,R,aff,101577.2,4
31,valid,L,R,aff,138216.6,3
31,valid,L,L,aff,12458.6,7
31,valid,L,L,aff,64345.8,4
31,valid,S,R,non-aff,286494.4,6
31,valid,S,L,non-aff,53281.9,2
31,valid,S,L,non-aff,173528.1,7
31,valid,S,L,non-aff,254342.9,6
31,valid,S,L,non-aff,309902.1,1
31,valid,L,R,non-aff,120320.9,2
31,valid,L,R,non-aff,130912.8,4
31,valid,L,R,non-aff,195575.8,4
31,valid,L,L,non-aff,23378.4,6
31,valid,L,L,non-aff,302742.2,3
31,invalid,S,R,aff,113297,4
31,invalid,S,L,aff,81617.5,1
31,invalid,S,L,aff,90969.3,9
31,invalid,S,L,aff,269774.7,3
31,invalid,L,R,aff,45186,4
31,invalid,L,L,aff,213479.5,5
31,invalid,L,L,aff,239607.1,6
31,invalid,S,R,non-aff,146400.5,2
31,invalid,S,R,non-aff,154688.4,8
31,invalid,S,R,non-aff,220767.4,7
31,invalid,S,R,non-aff,230175.3,2
31,invalid,S,L,non-aff,204151.6,8
31,invalid,L,R,non-aff,74657.6,5
31,invalid,L,R,non-aff,163976.2,4
31,invalid,L,L,non-aff,181160,3
31,invalid,L,L,non-aff,263102.8,4
31,invalid,L,L,non-aff,318125.9,3
32,valid,G,R,aff,286887.8,4
32,valid,G,L,aff,235096.8,3
32,valid,G,L,aff,269640.2,3
32,valid,G,L,aff,318239.3,6
32,valid,K,R,aff,49132.3,7
32,valid,K,R,aff,108059.2,8
32,valid,K,L,aff,210217.3,8
32,valid,K,L,aff,253880.5,9
32,valid,G,R,non-aff,21284.8,5
32,valid,G,R,non-aff,178737.9,4
32,valid,G,L,non-aff,74931.8,1
32,valid,G,L,non-aff,308375.4,6
32,valid,K,R,non-aff,65460,8
32,valid,K,R,non-aff,99363.4,8
32,valid,K,R,non-aff,201561.5,5
32,valid,K,L,non-aff,150858.4,4
32,valid,K,L,non-aff,226857,9
32,invalid,G,R,aff,218097.1,6
32,invalid,G,L,aff,83171.7,2
32,invalid,G,L,aff,277880,5
32,invalid,G,L,aff,297087.7,4
32,invalid,K,R,aff,32740.6,7
32,invalid,K,R,aff,91171.5,5
32,invalid,K,L,aff,11349,6
32,invalid,K,L,aff,124282.9,6
32,invalid,G,R,non-aff,40820.5,4
32,invalid,G,R,non-aff,186329.7,5
32,invalid,G,R,non-aff,244368.6,4
32,invalid,G,R,non-aff,261104.3,2
32,invalid,G,L,non-aff,55908.2,2
32,invalid,K,R,non-aff,115995.1,7
32,invalid,K,R,non-aff,133386.7,8
32,invalid,K,L,non-aff,158594.3,3
32,invalid,K,L,non-aff,194481.6,7
32,valid,S,L,aff,46068.4,7
32,valid,S,L,aff,262464.3,7
32,valid,S,L,aff,316391.3,9
32,valid,L,R,aff,91755.5,6
32,valid,L,R,aff,281951.9,4
32,valid,L,L,aff,36988.5,4
32,valid,L,L,aff,325047.1,3
32,valid,S,R,non-aff,63948,7
32,valid,S,R,non-aff,154402.3,7
32,valid,S,R,non-aff,270912.1,8
32,valid,S,R,non-aff,298159.6,4
32,valid,S,L,non-aff,73035.9,8
32,valid,L,R,non-aff,102371.3,7
32,valid,L,R,non-aff,128906.8,6
32,valid,L,R,non-aff,171650,4
32,valid,L,L,non-aff,28636.7,4
32,valid,L,L,non-aff,119171,4
32,invalid,S,R,aff,138074.6,7
32,invalid,S,R,aff,307839.5,9
32,invalid,S,L,aff,206881.3,5
32,invalid,L,R,aff,196937.5,3
32,invalid,L,R,aff,216497.2,3
32,invalid,L,R,aff,230944.9,1
32,invalid,S,R,non-aff,19772.9,7
32,invalid,S,R,non-aff,81203.7,3
32,invalid,S,R,non-aff,290751.8,7
32,invalid,S,L,non-aff,180161.8,5
32,invalid,L,L,non-aff,10749,6
32,invalid,L,L,non-aff,55892.2,3
32,invalid,L,L,non-aff,109899.2,3
32,invalid,L,L,non-aff,144986.5,2
32,invalid,L,L,non-aff,224025.1,5
33,valid,G,R,aff,112243.2,7
33,valid,G,R,aff,175370.5,8
33,valid,G,L,aff,37820,8
33,valid,G,L,aff,183866.4,7
33,valid,K,R,aff,46451.9,2
33,valid,K,R,aff,138290.9,2
33,valid,K,R,aff,298929.1,2
33,valid,K,L,aff,241497.7,8
33,valid,G,R,non-aff,54779.8,4
33,valid,G,R,non-aff,121123.1,7
33,valid,G,L,non-aff,192946.3,8
33,valid,G,L,non-aff,207418.1,1
33,valid,G,L,non-aff,282089.3,8
33,valid,K,R,non-aff,166066.6,8
33,valid,K,R,non-aff,249153.6,2
33,valid,K,L,non-aff,66019.7,8
33,valid,K,L,non-aff,74859.6,9
33,valid,K,L,non-aff,129107.1,9
33,invalid,G,R,aff,224393.9,3
33,invalid,G,R,aff,307833,7
33,invalid,G,L,aff,200418.2,3
33,invalid,G,L,aff,232985.8,8
33,invalid,K,R,aff,82699.5,1
33,invalid,K,R,aff,90107.4,3
33,invalid,K,L,aff,156738.7,2
33,invalid,K,L,aff,265825.4,2
33,invalid,G,R,non-aff,28388.1,7
33,invalid,G,R,non-aff,97371.4,3
33,invalid,G,R,non-aff,216050,8
33,invalid,G,L,non-aff,146898.8,3
33,invalid,G,L,non-aff,258049.5,7
33,invalid,K,R,non-aff,273641.3,3
33,invalid,K,R,non-aff,291073.2,7
33,invalid,K,L,non-aff,9756.3,8
33,invalid,K,L,non-aff,18652.2,8
33,invalid,K,L,non-aff,104635.3,1
33,valid,S,R,aff,73259.6,4
33,valid,S,R,aff,266361.4,3
33,valid,S,L,aff,33740.1,3
33,valid,S,L,aff,218402,7
33,valid,L,R,aff,65011.7,7
33,valid,L,R,aff,106179.3,7
33,valid,L,L,aff,17740.3,8
33,valid,L,L,aff,49459.9,9
33,valid,S,R,non-aff,114731.2,8
33,valid,S,R,non-aff,178042.5,8
33,valid,S,L,non-aff,97355.4,1
33,valid,S,L,non-aff,162650.6,3
33,valid,S,L,non-aff,194458.3,7
33,valid,L,R,non-aff,82091.5,9
33,valid,L,R,non-aff,170394.5,8
33,valid,L,R,non-aff,209826.1,9
33,valid,L,L,non-aff,146754.8,8
33,valid,L,L,non-aff,273737.4,8
33,invalid,S,R,aff,129403,8
33,invalid,S,L,aff,25148.2,2
33,invalid,S,L,aff,121651.1,3
33,invalid,L,R,aff,259505.5,7
33,invalid,L,L,aff,9740.3,8
33,invalid,L,L,aff,186738.3,7
33,invalid,L,L,aff,202274.2,8
33,invalid,S,R,non-aff,41844,8
33,invalid,S,R,non-aff,57475.8,2
33,invalid,S,R,non-aff,234913.8,3
33,invalid,S,L,non-aff,90315.4,3
33,invalid,S,L,non-aff,136506.9,3
33,invalid,L,R,non-aff,154778.7,9
33,invalid,L,R,non-aff,227113.9,7
33,invalid,L,R,non-aff,289241.2,7
33,invalid,L,L,non-aff,243401.7,7
33,invalid,L,L,non-aff,251569.6,7
34,valid,G,R,aff,39236,2
34,valid,G,R,aff,65971.7,4
34,valid,G,L,aff,24420.2,6
34,valid,G,L,aff,257809.5,5
34,valid,K,R,aff,8196.3,2
34,valid,K,R,aff,134226.9,2
34,valid,K,R,aff,301737,8
34,valid,K,L,aff,199730.2,6
34,valid,G,R,non-aff,15276.3,5
34,valid,G,L,non-aff,191890.3,2
34,valid,G,L,non-aff,310608.9,4
34,valid,K,R,non-aff,152122.7,3
34,valid,K,R,non-aff,292441.1,6
34,valid,K,L,non-aff,104571.2,2
34,valid,K,L,non-aff,164522.6,7
34,valid,K,L,non-aff,318776.8,6
34,invalid,G,R,aff,142610.8,1
34,invalid,G,R,aff,232353.8,6
34,invalid,G,L,aff,31580.1,3
34,invalid,G,L,aff,57987.8,5
34,invalid,K,R,aff,49435.9,7
34,invalid,K,R,aff,84467.5,1
34,invalid,K,L,aff,215994,4
34,invalid,G,R,non-aff,75707.6,7
34,invalid,G,R,non-aff,171866.5,2
34,invalid,G,R,non-aff,266481.4,2
34,invalid,G,L,non-aff,249033.6,4
34,invalid,G,L,non-aff,282809.3,1
34,invalid,K,R,non-aff,125211,7
34,invalid,K,R,non-aff,241377.7,6
34,invalid,K,L,non-aff,94795.4,5
34,invalid,K,L,non-aff,113715.1,4
34,invalid,K,L,non-aff,273969.3,2
34,valid,S,R,aff,25068.1,6
34,valid,S,R,aff,32804.1,3
34,valid,S,L,aff,186514.3,4
34,valid,S,L,aff,202186.1,7
34,valid,L,R,aff,168226.5,5
34,valid,L,R,aff,244273.7,5
34,valid,L,L,aff,94691.4,5
34,valid,L,L,aff,121387.1,5
34,valid,S,R,non-aff,177290.4,7
34,valid,S,R,non-aff,227657.9,2
34,valid,S,L,non-aff,129163,2
34,valid,S,L,non-aff,262209.5,4
34,valid,S,L,non-aff,278073.3,8
34,valid,L,R,non-aff,9068.3,5
34,valid,L,R,non-aff,160714.6,6
34,valid,L,R,non-aff,293993.1,5
34,valid,L,L,non-aff,86483.5,5
34,valid,L,L,non-aff,236841.8,5
34,invalid,S,R,aff,113691.2,3
34,invalid,S,R,aff,194778.2,3
34,invalid,S,L,aff,49051.9,7
34,invalid,S,L,aff,77891.6,7
34,invalid,L,R,aff,286441.2,5
34,invalid,L,L,aff,16476.2,5
34,invalid,L,L,aff,57891.8,5
34,invalid,L,L,aff,144754.8,5
34,invalid,S,R,non-aff,66299.7,2
34,invalid,S,R,non-aff,210498.1,8
34,invalid,S,R,non-aff,302033,3
34,invalid,S,L,non-aff,41460,8
34,invalid,S,L,non-aff,252193.6,2
34,invalid,L,R,non-aff,152962.7,5
34,invalid,L,R,non-aff,220842,5
34,invalid,L,R,non-aff,269705.4,5
34,invalid,L,L,non-aff,103931.2,5
34,invalid,L,L,non-aff,136714.9,5
35,valid,G,R,aff,50146.1,2
35,valid,G,R,aff,149799.9,2
35,valid,G,R,aff,286276.8,4
35,valid,K,R,aff,8603.1,5
35,valid,K,R,aff,120680.6,8
35,valid,K,R,aff,244797.8,2
35,valid,K,L,aff,278749,9
35,valid,G,R,non-aff,220774.3,4
35,valid,G,L,non-aff,25778.7,6
35,valid,G,L,non-aff,83281.4,3
35,valid,G,L,non-aff,97345.1,1
35,valid,G,L,non-aff,228734.1,5
35,valid,K,R,non-aff,90793.2,6
35,valid,K,R,non-aff,127472.4,2
35,valid,K,L,non-aff,33162.5,2
35,valid,K,L,non-aff,188423,7
35,valid,K,L,non-aff,237549.9,6
35,invalid,G,R,aff,65681.8,1
35,invalid,G,R,aff,165863.5,5
35,invalid,G,R,aff,269269.2,8
35,invalid,G,L,aff,142512.1,3
35,invalid,K,R,aff,16898.9,7
35,invalid,K,R,aff,74889.6,9
35,invalid,K,R,aff,112488.7,4
35,invalid,K,L,aff,180191.2,6
35,invalid,G,R,non-aff,157455.7,6
35,invalid,G,R,non-aff,261141.4,7
35,invalid,G,L,non-aff,58554,8
35,invalid,G,L,non-aff,135088.2,1
35,invalid,G,L,non-aff,204670.7,4
35,invalid,K,R,non-aff,42818.3,7
35,invalid,K,L,non-aff,105104.9,8
35,invalid,K,L,non-aff,172783.4,3
35,invalid,K,L,non-aff,212958.5,6
35,invalid,K,L,non-aff,252549.6,1
35,valid,S,R,aff,49530.2,4
35,valid,S,L,aff,10915,9
35,valid,S,L,aff,166007.5,6
35,valid,S,L,aff,214014.5,3
35,valid,L,R,aff,228766.1,3
35,valid,L,R,aff,281292.9,4
35,valid,L,L,aff,19034.9,7
35,valid,L,L,aff,197742.8,6
35,valid,S,R,non-aff,26506.7,6
35,valid,S,R,non-aff,88601.3,4
35,valid,S,R,non-aff,266573.3,2
35,valid,S,L,non-aff,104152.9,5
35,valid,S,L,non-aff,259677.4,7
35,valid,L,R,non-aff,57434,7
35,valid,L,R,non-aff,96665.1,6
35,valid,L,R,non-aff,173247.4,4
35,valid,L,L,non-aff,142120.1,7
35,valid,L,L,non-aff,181535.2,6
35,invalid,S,R,aff,64457.8,4
35,invalid,S,R,aff,244197.8,6
35,invalid,S,R,aff,251573.6,3
35,invalid,S,L,aff,157839.7,8
35,invalid,L,R,aff,111240.8,5
35,invalid,L,R,aff,149511.9,3
35,invalid,L,L,aff,34426.5,2
35,invalid,L,L,aff,125648.5,4
35,invalid,S,R,non-aff,42426.3,5
35,invalid,S,R,non-aff,205414.7,2
35,invalid,S,L,non-aff,72641.7,4
35,invalid,S,L,non-aff,79705.5,3
35,invalid,S,L,non-aff,274149.1,8
35,invalid,L,R,non-aff,189495,3
35,invalid,L,R,non-aff,236510,4
35,invalid,L,L,non-aff,118032.6,3
35,invalid,L,L,non-aff,133688.3,6
35,invalid,L,L,non-aff,221030.3,1
36,valid,G,R,aff,46626.2,9
36,valid,G,R,aff,197158.8,4
36,valid,G,L,aff,28922.6,7
36,valid,G,L,aff,72609.6,2
36,valid,G,L,aff,164375.6,3
36,valid,K,R,aff,204014.7,3
36,valid,K,R,aff,232926,7
36,valid,K,L,aff,129384.4,6
36,valid,K,L,aff,146144,4
36,valid,K,L,aff,301828.5,8
36,valid,G,R,non-aff,80609.5,4
36,valid,G,R,non-aff,182951.1,2
36,valid,G,L,non-aff,251509.6,7
36,valid,K,R,non-aff,11475,6
36,valid,K,R,non-aff,102449,1
36,valid,K,R,non-aff,276517,6
36,valid,K,L,non-aff,138264.1,8
36,invalid,G,R,aff,55122,6
36,invalid,G,R,aff,110832.8,4
36,invalid,G,R,aff,223494.2,8
36,invalid,G,R,aff,260141.4,5
36,invalid,G,L,aff,96001.1,3
36,invalid,K,R,aff,20634.8,4
36,invalid,K,L,aff,174319.3,7
36,invalid,K,L,aff,190079,3
36,invalid,K,L,aff,242749.8,8
36,invalid,K,L,aff,283764.9,4
36,invalid,G,R,non-aff,64689.8,4
36,invalid,G,L,non-aff,118912.6,3
36,invalid,G,L,non-aff,211734.5,4
36,invalid,G,L,non-aff,310076.3,8
36,invalid,K,R,non-aff,37026.4,6
36,invalid,K,R,non-aff,87465.3,1
36,invalid,K,R,non-aff,268877.2,9
36,invalid,K,L,non-aff,155087.8,7
36,valid,S,R,aff,163007.6,7
36,valid,S,L,aff,17810.9,1
36,valid,S,L,aff,63489.9,8
36,valid,S,L,aff,73145.6,7
36,valid,L,R,aff,89081.3,5
36,valid,L,R,aff,106728.9,9
36,valid,L,R,aff,125320.5,3
36,valid,L,L,aff,153447.8,5
36,valid,L,L,aff,277437,7
36,valid,S,R,non-aff,98353.1,9
36,valid,S,R,non-aff,222502.3,2
36,valid,S,R,non-aff,231566.1,6
36,valid,S,L,non-aff,173319.4,8
36,valid,L,R,non-aff,181687.2,4
36,valid,L,R,non-aff,249165.7,7
36,valid,L,L,non-aff,207566.6,1
36,invalid,S,R,aff,28306.6,4
36,invalid,S,R,aff,132080.3,1
36,invalid,S,R,aff,199422.8,3
36,invalid,S,R,aff,258469.5,9
36,invalid,S,L,aff,10995,6
36,invalid,L,R,aff,191767,5
36,invalid,L,R,aff,265677.3,3
36,invalid,L,L,aff,53810.1,3
36,invalid,L,L,aff,117952.6,5
36,invalid,L,L,aff,323444,9
36,invalid,S,R,non-aff,286332.8,8
36,invalid,S,L,non-aff,45890.3,1
36,invalid,S,L,non-aff,241365.8,6
36,invalid,S,L,non-aff,304852.4,7
36,invalid,L,R,non-aff,80673.5,2
36,invalid,L,R,non-aff,140736.1,4
36,invalid,L,L,non-aff,213910.5,1
36,invalid,L,L,non-aff,312220.3,5
