,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,std,nonmissing,,"reliability=0,91"
notenkraker,nutcracker,16,17,9,16,15,18,8,9,6,14,18,14,7,18,16,10,17,18,19,8,16,12,13,15,9,4,18,11,13.25,4.368447474,28
onderlegger,place mat,18,17,17,17,12,20,11,1,15,17,18,10,12,10,16,15,17,20,16,9,4,18,15,6,15,7,17,2,13.28571429,5.346214603,28
oven,oven,17,17,18,20,20,20,15,8,19,20,18,18,20,16,20,13,17,20,20,14,20,13,18,17,20,19,20,5,17.21428571,3.755067123,28
pan,pan,20,20,16,20,20,20,19,20,20,20,18,20,19,20,20,17,20,20,20,17,20,18,20,20,20,16,20,20,19.28571429,1.301200097,28
pot,pot,19,20,20,20,14,17,14,20,20,20,18,20,19,20,18,17,20,20,20,18,12,1,20,16,14,15,20,20,17.57142857,4.040797239,28
rasp,grater,15,20,6,18,15,20,8,20,20,17,18,18,12,20,20,14,20,20,19,16,17,20,17,19,20,14,20,15,17.07142857,3.691116176,28
schaar,scissors,18,20,10,17,15,15,11,12,13,19,13,10,5,9,16,13,20,6,13,8,7,20,19,12,20,8,16,7,13.28571429,4.744252998,28
schort,apron,4,17,11,20,13,20,3,1,12,16,14,6,11,13,10,9,7,20,13,6,12,1,13,17,12,8,17,7,11.17857143,5.484345205,28
spatel,spatula,18,20,13,20,15,14,7,8,17,20,10,17,18,20,20,15,20,20,20,14,19,20,18,20,20,7,18,19,16.67857143,4.216840764,28
tas,mug,20,17,18,19,15,20,17,1,12,17,18,16,1,13,20,16,17,10,19,11,13,5,17,5,12,12,20,9,13.92857143,5.590524864,28
theelepel,teaspoon,20,17,3,19,13,17,10,17,14,15,16,12,19,13,20,14,20,20,20,13,20,12,17,16,18,16,20,20,16.10714286,3.975287418,28
vergiet,colander,19,20,15,20,15,20,10,18,19,20,18,19,19,20,20,11,17,20,20,14,19,20,17,18,17,11,20,17,17.60714286,2.985635806,28
vork,fork,18,17,14,18,18,20,20,14,16,19,18,18,18,13,20,17,20,20,20,16,20,16,20,20,20,18,20,20,18.14285714,2.103159629,28
waterkoker,electric kettle,17,20,18,20,20,20,3,11,20,19,17,15,20,16,20,8,17,20,20,15,19,20,18,20,20,15,20,16,17.28571429,4.090251671,28
weegschaal,scales,18,20,14,19,15,15,5,19,15,17,18,18,1,18,18,12,17,15,17,14,8,17,20,19,20,16,18,4,15.25,4.978658156,28
wok,wok,18,20,16,20,15,20,13,16,20,19,18,20,20,20,20,11,20,20,20,14,18,16,19,18,20,17,20,20,18.14285714,2.505021412,28
zeef,sieve,18,20,14,20,15,20,2,16,17,18,18,18,18,19,20,12,20,16,20,14,15,20,14,17,18,4,20,13,16.28571429,4.470952694,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
